Date,Gender,Annual Income,Dealer_Name,Company,Model,Engine,Transmission,Color,Price ($),Body Style,Dealer_Region,Year,Month,Month_Year,income_valid
2022-09-04,Male,1575000,Star Enterprises Inc,Honda,Civic,Overhead Camshaft,Manual,Black,43500,Hatchback,Pasco,2022,9,2022-09,True
2022-09-04,Male,1505000,Suburban Ford,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Pale White,26500,SUV,Janesville,2022,9,2022-09,True
2022-09-04,Male,13500,Tri-State Mack Inc,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Black,28000,Hatchback,Scottsdale,2022,9,2022-09,False
2022-09-04,Female,920000,U-Haul CO,Ford,Crown Victoria,Overhead Camshaft,Manual,Pale White,20000,Passenger,Austin,2022,9,2022-09,True
2022-09-04,Male,1572000,Progressive Shippers Cooperative Association No,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Black,22200,Sedan,Janesville,2022,9,2022-09,True
2022-09-04,Male,13500,Rabun Used Car Sales,Ford,F-Series,Overhead Camshaft,Manual,Pale White,14000,Passenger,Scottsdale,2022,9,2022-09,False
2022-09-04,Male,13500,Progressive Shippers Cooperative Association No,Chevrolet,Camaro,DoubleÂ Overhead Camshaft,Auto,Black,41000,Sedan,Janesville,2022,9,2022-09,False
2022-09-04,Male,13500,C & M Motors Inc,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Black,9000,Hatchback,Aurora,2022,9,2022-09,False
2022-09-04,Male,13500,Progressive Shippers Cooperative Association No,Plymouth,Breeze,DoubleÂ Overhead Camshaft,Auto,Red,39000,Hardtop,Janesville,2022,9,2022-09,False
2022-09-04,Male,609000,Chrysler of Tri-Cities,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,Passenger,Pasco,2022,9,2022-09,True
2022-09-04,Female,830000,Chrysler Plymouth,Mercedes-B,C-Class,Overhead Camshaft,Manual,Pale White,12000,Hatchback,Janesville,2022,9,2022-09,True
2022-09-04,Female,470000,Rabun Used Car Sales,Plymouth,Breeze,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,Hardtop,Austin,2022,9,2022-09,True
2022-09-04,Female,895000,Clay Johnson Auto Sales,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Black,60000,Hatchback,Austin,2022,9,2022-09,True
2022-09-04,Male,720000,Buddy Storbeck's Diesel Service Inc,Chevrolet,Prizm,Overhead Camshaft,Manual,Pale White,22000,Hardtop,Middletown,2022,9,2022-09,True
2022-09-04,Male,653000,Chrysler Plymouth,Saab,3-Sep,DoubleÂ Overhead Camshaft,Auto,Black,26001,Sedan,Janesville,2022,9,2022-09,True
2022-09-04,Male,13500,Classic Chevy,Plymouth,Prowler,Overhead Camshaft,Manual,Red,71001,Hatchback,Scottsdale,2022,9,2022-09,False
2022-09-04,Male,13500,Clay Johnson Auto Sales,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,41001,SUV,Austin,2022,9,2022-09,False
2022-09-04,Male,640000,Diehl Motor CO Inc,Buick,LeSabre,Overhead Camshaft,Manual,Black,20001,Sedan,Middletown,2022,9,2022-09,True
2022-09-04,Female,13500,Enterprise Rent A Car,Audi,A6,Overhead Camshaft,Manual,Pale White,24001,SUV,Aurora,2022,9,2022-09,False
2022-09-04,Male,820000,Gartner Buick Hyundai Saab,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,Black,31001,SUV,Greenville,2022,9,2022-09,True
2022-09-04,Male,1250000,Hatfield Volkswagen,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Pale White,20001,Hatchback,Pasco,2022,9,2022-09,True
2022-09-04,Male,13500,Pitre Buick-Pontiac-Gmc of Scottsdale,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,Hatchback,Pasco,2022,9,2022-09,False
2022-09-04,Male,13500,Progressive Shippers Cooperative Association No,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,Red,12000,SUV,Janesville,2022,9,2022-09,False
2022-09-04,Male,805000,Rabun Used Car Sales,Volkswagen,GTI,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,SUV,Scottsdale,2022,9,2022-09,True
2022-09-04,Male,470000,Race Car Help,Mercury,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,33000,Hatchback,Austin,2022,9,2022-09,True
2022-09-04,Male,1950000,Suburban Ford,Nissan,Pathfinder,Overhead Camshaft,Manual,Black,22000,Hardtop,Janesville,2022,9,2022-09,True
2022-09-04,Female,630000,Saab-Belle Dodge,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,60000,Sedan,Aurora,2022,9,2022-09,True
2022-09-04,Female,580000,Scrivener Performance Engineering,Ford,Expedition,Overhead Camshaft,Manual,Black,10000,SUV,Greenville,2022,9,2022-09,True
2022-09-04,Male,968000,Chrysler Plymouth,Mercedes-B,SLK230,DoubleÂ Overhead Camshaft,Auto,Black,33000,Hatchback,Greenville,2022,9,2022-09,True
2022-09-04,Male,1580000,Classic Chevy,Dodge,Viper,Overhead Camshaft,Manual,Black,26000,SUV,Pasco,2022,9,2022-09,True
2022-09-04,Female,1065000,Clay Johnson Auto Sales,Buick,Regal,DoubleÂ Overhead Camshaft,Auto,Pale White,38500,Passenger,Janesville,2022,9,2022-09,True
2022-09-04,Male,795000,Diehl Motor CO Inc,Mitsubishi,Montero,Overhead Camshaft,Manual,Black,16000,SUV,Scottsdale,2022,9,2022-09,True
2022-09-04,Female,700000,C & M Motors Inc,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Red,23000,Hardtop,Pasco,2022,9,2022-09,True
2022-09-04,Male,2361000,Gartner Buick Hyundai Saab,Nissan,Quest,Overhead Camshaft,Manual,Black,38100,SUV,Middletown,2022,9,2022-09,True
2022-09-04,Male,1900000,Hatfield Volkswagen,Cadillac,Catera,DoubleÂ Overhead Camshaft,Auto,Red,28000,Hatchback,Aurora,2022,9,2022-09,True
2022-09-05,Male,1500000,Rabun Used Car Sales,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Pale White,26000,SUV,Scottsdale,2022,9,2022-09,True
2022-09-05,Male,1400000,Race Car Help,Chrysler,Concorde,Overhead Camshaft,Manual,Pale White,28000,SUV,Austin,2022,9,2022-09,True
2022-09-05,Female,13500,Ryder Truck Rental and Leasing,Cadillac,Catera,DoubleÂ Overhead Camshaft,Auto,Pale White,75000,Hatchback,Middletown,2022,9,2022-09,False
2022-09-05,Male,1750000,Saab-Belle Dodge,Volkswagen,Beetle,Overhead Camshaft,Manual,Red,21000,SUV,Aurora,2022,9,2022-09,True
2022-09-05,Male,1850000,Scrivener Performance Engineering,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Red,41000,SUV,Greenville,2022,9,2022-09,True
2022-09-05,Male,13500,Star Enterprises Inc,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22000,SUV,Pasco,2022,9,2022-09,False
2022-09-05,Male,1480000,Suburban Ford,Saturn,SC,DoubleÂ Overhead Camshaft,Auto,Black,33000,SUV,Janesville,2022,9,2022-09,True
2022-09-05,Male,1400000,Tri-State Mack Inc,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Pale White,38000,Sedan,Scottsdale,2022,9,2022-09,True
2022-09-05,Male,2130000,U-Haul CO,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Red,16000,SUV,Austin,2022,9,2022-09,True
2022-09-05,Male,1185000,Enterprise Rent A Car,Pontiac,Grand Prix,DoubleÂ Overhead Camshaft,Auto,Red,69500,Passenger,Aurora,2022,9,2022-09,True
2022-09-05,Female,13500,Gartner Buick Hyundai Saab,Ford,Windstar,Overhead Camshaft,Manual,Pale White,17000,Sedan,Greenville,2022,9,2022-09,False
2022-09-05,Male,500000,Hatfield Volkswagen,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Black,26000,SUV,Pasco,2022,9,2022-09,True
2022-09-05,Female,795000,Classic Chevy,Chrysler,Concorde,Overhead Camshaft,Manual,Black,18000,Hardtop,Austin,2022,9,2022-09,True
2022-09-05,Female,13500,McKinney Dodge Chrysler Jeep,Buick,Park Avenue,DoubleÂ Overhead Camshaft,Auto,Pale White,12000,Hatchback,Scottsdale,2022,9,2022-09,False
2022-09-05,Female,571000,Motor Vehicle Branch Office,Mitsubishi,Montero,Overhead Camshaft,Manual,Black,16000,SUV,Austin,2022,9,2022-09,True
2022-09-05,Male,13500,Nebo Chevrolet,Plymouth,Voyager,Overhead Camshaft,Manual,Pale White,20000,Passenger,Middletown,2022,9,2022-09,False
2022-09-05,Female,13500,New Castle Ford Lincoln Mercury,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Black,23000,Hatchback,Aurora,2022,9,2022-09,False
2022-09-05,Male,13500,Enterprise Rent A Car,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Black,38000,Hardtop,Aurora,2022,9,2022-09,False
2022-09-05,Male,1335000,Iceberg Rentals,Saturn,LW,DoubleÂ Overhead Camshaft,Auto,Pale White,18501,Hatchback,Janesville,2022,9,2022-09,True
2022-09-05,Male,1900000,McKinney Dodge Chrysler Jeep,Nissan,Frontier,Overhead Camshaft,Manual,Black,53001,Hatchback,Scottsdale,2022,9,2022-09,True
2022-09-05,Female,810000,Motor Vehicle Branch Office,Mitsubishi,Eclipse,DoubleÂ Overhead Camshaft,Auto,Black,27001,Hatchback,Austin,2022,9,2022-09,True
2022-09-05,Male,13500,Nebo Chevrolet,Dodge,Ram Pickup,Overhead Camshaft,Manual,Black,19001,Hatchback,Middletown,2022,9,2022-09,False
2022-09-05,Male,1090000,New Castle Ford Lincoln Mercury,Jeep,Wrangler,DoubleÂ Overhead Camshaft,Auto,Pale White,19001,Hatchback,Aurora,2022,9,2022-09,True
2022-09-05,Male,13500,Pars Auto Sales,Volvo,S70,DoubleÂ Overhead Camshaft,Auto,Pale White,32001,Hatchback,Greenville,2022,9,2022-09,False
2022-09-05,Male,1130000,Pitre Buick-Pontiac-Gmc of Scottsdale,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,36001,Hatchback,Pasco,2022,9,2022-09,True
2022-09-05,Male,1145000,Progressive Shippers Cooperative Association No,Acura,RL,Overhead Camshaft,Manual,Pale White,17501,SUV,Janesville,2022,9,2022-09,True
2022-09-05,Male,657000,Rabun Used Car Sales,Plymouth,Voyager,Overhead Camshaft,Manual,Black,75000,Passenger,Scottsdale,2022,9,2022-09,True
2022-09-05,Male,13500,Star Enterprises Inc,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,Sedan,Pasco,2022,9,2022-09,False
2022-09-05,Male,860000,Suburban Ford,Cadillac,Eldorado,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,Passenger,Janesville,2022,9,2022-09,True
2022-09-05,Male,532000,Tri-State Mack Inc,Honda,Civic,Overhead Camshaft,Manual,Pale White,45000,Hatchback,Scottsdale,2022,9,2022-09,True
2022-09-05,Male,960000,U-Haul CO,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,Sedan,Austin,2022,9,2022-09,True
2022-09-05,Male,745500,Progressive Shippers Cooperative Association No,Toyota,Celica,DoubleÂ Overhead Camshaft,Auto,Pale White,31500,SUV,Janesville,2022,9,2022-09,True
2022-09-05,Male,13500,U-Haul CO,Plymouth,Breeze,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,Hardtop,Austin,2022,9,2022-09,False
2022-09-05,Male,630000,Race Car Help,Dodge,Durango,Overhead Camshaft,Manual,Pale White,27000,SUV,Austin,2022,9,2022-09,True
2022-09-05,Male,580000,Ryder Truck Rental and Leasing,Honda,Odyssey,Overhead Camshaft,Manual,Pale White,27000,Passenger,Middletown,2022,9,2022-09,True
2022-09-05,Male,13500,Saab-Belle Dodge,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,SUV,Aurora,2022,9,2022-09,False
2022-09-05,Male,13500,Iceberg Rentals,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Pale White,12000,Hatchback,Greenville,2022,9,2022-09,False
2022-09-05,Female,2300000,McKinney Dodge Chrysler Jeep,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,Hatchback,Pasco,2022,9,2022-09,True
2022-09-05,Male,1840000,Motor Vehicle Branch Office,Audi,A6,DoubleÂ Overhead Camshaft,Auto,Black,27000,SUV,Janesville,2022,9,2022-09,True
2022-09-05,Male,920000,Nebo Chevrolet,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Black,39000,Sedan,Scottsdale,2022,9,2022-09,True
2022-09-05,Male,1550000,New Castle Ford Lincoln Mercury,Honda,Accord,Overhead Camshaft,Manual,Pale White,14000,Sedan,Austin,2022,9,2022-09,True
2022-09-05,Female,280000,Gartner Buick Hyundai Saab,Nissan,Pathfinder,Overhead Camshaft,Manual,Pale White,16000,Hardtop,Aurora,2022,9,2022-09,True
2022-09-05,Female,654000,New Castle Ford Lincoln Mercury,Toyota,Tacoma,Overhead Camshaft,Manual,Black,36000,Hardtop,Middletown,2022,9,2022-09,True
2022-09-05,Female,13500,Progressive Shippers Cooperative Association No,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Black,26000,Sedan,Greenville,2022,9,2022-09,False
2022-09-05,Male,500000,Rabun Used Car Sales,Mercury,Sable,Overhead Camshaft,Manual,Pale White,61000,Sedan,Pasco,2022,9,2022-09,True
2022-09-06,Male,1050000,Buddy Storbeck's Diesel Service Inc,Oldsmobile,Aurora,Overhead Camshaft,Manual,Pale White,71000,Passenger,Middletown,2022,9,2022-09,True
2022-09-06,Male,3690000,C & M Motors Inc,Saab,3-Sep,DoubleÂ Overhead Camshaft,Auto,Black,26000,Sedan,Aurora,2022,9,2022-09,True
2022-09-06,Female,709000,Capitol KIA,Toyota,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Black,21000,SUV,Greenville,2022,9,2022-09,True
2022-09-06,Male,13500,Chrysler of Tri-Cities,Buick,Century,DoubleÂ Overhead Camshaft,Auto,Pale White,17001,SUV,Pasco,2022,9,2022-09,False
2022-09-06,Male,13500,Chrysler Plymouth,Lexus,LS400,Overhead Camshaft,Manual,Black,69001,Sedan,Janesville,2022,9,2022-09,False
2022-09-06,Male,1740000,Classic Chevy,Chevrolet,Prizm,Overhead Camshaft,Manual,Pale White,22001,SUV,Scottsdale,2022,9,2022-09,True
2022-09-06,Female,13500,Clay Johnson Auto Sales,Honda,Odyssey,Overhead Camshaft,Manual,Pale White,27001,Passenger,Austin,2022,9,2022-09,False
2022-09-06,Male,2575000,Diehl Motor CO Inc,Dodge,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Pale White,45501,SUV,Middletown,2022,9,2022-09,True
2022-09-06,Male,1388800,Enterprise Rent A Car,Chrysler,Sebring Coupe,Overhead Camshaft,Manual,Pale White,26881,Sedan,Aurora,2022,9,2022-09,True
2022-09-06,Male,1702000,Gartner Buick Hyundai Saab,Subaru,Forester,Overhead Camshaft,Manual,Pale White,57201,SUV,Greenville,2022,9,2022-09,True
2022-09-06,Male,760000,Pitre Buick-Pontiac-Gmc of Scottsdale,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,36000,Hatchback,Pasco,2022,9,2022-09,True
2022-09-06,Male,2100000,Progressive Shippers Cooperative Association No,Saturn,SW,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,Passenger,Janesville,2022,9,2022-09,True
2022-09-06,Male,13500,Rabun Used Car Sales,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,18000,Hatchback,Scottsdale,2022,9,2022-09,False
2022-09-06,Male,732500,U-Haul CO,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Black,45500,Hardtop,Austin,2022,9,2022-09,True
2022-09-06,Female,767000,Ryder Truck Rental and Leasing,BMW,328i,Overhead Camshaft,Manual,Black,69000,Sedan,Middletown,2022,9,2022-09,True
2022-09-06,Male,795000,Saab-Belle Dodge,Plymouth,Neon,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,SUV,Aurora,2022,9,2022-09,True
2022-09-06,Male,1315000,Scrivener Performance Engineering,Jeep,Cherokee,DoubleÂ Overhead Camshaft,Auto,Pale White,36500,Sedan,Greenville,2022,9,2022-09,True
2022-09-06,Male,830000,Star Enterprises Inc,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,14000,Sedan,Pasco,2022,9,2022-09,True
2022-09-06,Male,13500,Suburban Ford,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Black,9000,Hatchback,Janesville,2022,9,2022-09,False
2022-09-06,Male,940000,Tri-State Mack Inc,Nissan,Frontier,Overhead Camshaft,Manual,Pale White,12000,Hatchback,Scottsdale,2022,9,2022-09,True
2022-09-06,Male,13500,Race Car Help,Audi,A6,Overhead Camshaft,Manual,Pale White,24000,SUV,Austin,2022,9,2022-09,False
2022-09-06,Male,13500,Ryder Truck Rental and Leasing,Toyota,Sienna,Overhead Camshaft,Manual,Black,27000,Passenger,Middletown,2022,9,2022-09,False
2022-09-06,Male,763000,Saab-Belle Dodge,Mercedes-B,S-Class,Overhead Camshaft,Manual,Pale White,21000,SUV,Aurora,2022,9,2022-09,True
2022-09-06,Male,13500,Scrivener Performance Engineering,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,18001,Hatchback,Greenville,2022,9,2022-09,False
2022-09-06,Male,903000,Star Enterprises Inc,Saturn,LS,DoubleÂ Overhead Camshaft,Auto,Pale White,45001,Sedan,Pasco,2022,9,2022-09,True
2022-09-06,Male,1000000,Suburban Ford,Dodge,Durango,Overhead Camshaft,Manual,Black,22001,SUV,Janesville,2022,9,2022-09,True
2022-09-06,Male,13500,Tri-State Mack Inc,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,18001,Hatchback,Scottsdale,2022,9,2022-09,False
2022-09-06,Male,1742000,U-Haul CO,Dodge,Avenger,DoubleÂ Overhead Camshaft,Auto,Pale White,22201,Passenger,Austin,2022,9,2022-09,True
2022-09-06,Male,865000,Progressive Shippers Cooperative Association No,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Black,28000,Sedan,Janesville,2022,9,2022-09,True
2022-09-06,Male,485000,Rabun Used Car Sales,Chrysler,Sebring Coupe,Overhead Camshaft,Manual,Pale White,26000,Sedan,Scottsdale,2022,9,2022-09,True
2022-09-06,Female,450000,Scrivener Performance Engineering,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Black,26000,SUV,Greenville,2022,9,2022-09,True
2022-09-06,Male,853000,Star Enterprises Inc,Dodge,Ram Wagon,DoubleÂ Overhead Camshaft,Auto,Black,22000,Passenger,Pasco,2022,9,2022-09,True
2022-09-06,Male,704000,Suburban Ford,Ford,Expedition,Overhead Camshaft,Manual,Black,10000,SUV,Janesville,2022,9,2022-09,True
2022-09-06,Male,13500,Tri-State Mack Inc,Volkswagen,Passat,Overhead Camshaft,Manual,Pale White,12000,Hatchback,Scottsdale,2022,9,2022-09,False
2022-09-06,Male,508000,U-Haul CO,Buick,Regal,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,Passenger,Austin,2022,9,2022-09,True
2022-09-06,Female,573000,Buddy Storbeck's Diesel Service Inc,Plymouth,Voyager,Overhead Camshaft,Manual,Black,75000,Passenger,Middletown,2022,9,2022-09,True
2022-09-06,Female,800000,C & M Motors Inc,Hyundai,Elantra,Overhead Camshaft,Manual,Pale White,22000,Sedan,Aurora,2022,9,2022-09,True
2022-09-06,Female,811000,Chrysler Plymouth,Volvo,S70,DoubleÂ Overhead Camshaft,Auto,Black,26000,Hardtop,Janesville,2022,9,2022-09,True
2022-09-06,Male,1236000,Chrysler of Tri-Cities,Saturn,LW,DoubleÂ Overhead Camshaft,Auto,Pale White,18600,Hatchback,Pasco,2022,9,2022-09,True
2022-09-06,Male,328000,Chrysler Plymouth,Mercury,Villager,Overhead Camshaft,Manual,Pale White,14000,Passenger,Janesville,2022,9,2022-09,True
2022-09-06,Male,561000,Race Car Help,Lexus,LX470,Overhead Camshaft,Manual,Pale White,54000,SUV,Janesville,2022,9,2022-09,True
2022-09-06,Female,13500,Ryder Truck Rental and Leasing,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,20000,SUV,Scottsdale,2022,9,2022-09,False
2022-09-06,Male,1225000,Rabun Used Car Sales,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,42500,Hardtop,Janesville,2022,9,2022-09,True
2022-09-06,Male,1237000,Scrivener Performance Engineering,Volkswagen,GTI,Overhead Camshaft,Manual,Pale White,28700,SUV,Middletown,2022,9,2022-09,True
2022-09-06,Male,740000,Star Enterprises Inc,Mercury,Grand Marquis,DoubleÂ Overhead Camshaft,Auto,Black,19000,SUV,Aurora,2022,9,2022-09,True
2022-09-06,Male,1120000,Suburban Ford,Oldsmobile,Intrigue,Overhead Camshaft,Manual,Pale White,37000,SUV,Greenville,2022,9,2022-09,True
2022-09-06,Female,1151000,Tri-State Mack Inc,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Black,21100,Hatchback,Pasco,2022,9,2022-09,True
2022-09-06,Female,13500,Ryder Truck Rental and Leasing,Plymouth,Breeze,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,Hardtop,Austin,2022,9,2022-09,False
2022-09-06,Female,760000,Progressive Shippers Cooperative Association No,Toyota,Avalon,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,Sedan,Scottsdale,2022,9,2022-09,True
2022-09-06,Male,1170000,Rabun Used Car Sales,Volvo,S80,Overhead Camshaft,Manual,Pale White,21000,Sedan,Austin,2022,9,2022-09,True
2022-09-07,Male,1800000,Hatfield Volkswagen,Hyundai,Accent,Overhead Camshaft,Manual,Black,18001,Hatchback,Pasco,2022,9,2022-09,True
2022-09-07,Female,3300000,Iceberg Rentals,Cadillac,Eldorado,DoubleÂ Overhead Camshaft,Auto,Pale White,31001,Passenger,Janesville,2022,9,2022-09,True
2022-09-07,Male,2910000,McKinney Dodge Chrysler Jeep,Toyota,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Pale White,33001,SUV,Scottsdale,2022,9,2022-09,True
2022-09-07,Male,1400000,Motor Vehicle Branch Office,Honda,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,21001,Sedan,Austin,2022,9,2022-09,True
2022-09-07,Male,860000,Nebo Chevrolet,Toyota,4Runner,Overhead Camshaft,Manual,Black,25001,Sedan,Middletown,2022,9,2022-09,True
2022-09-07,Male,13500,New Castle Ford Lincoln Mercury,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Black,45001,SUV,Aurora,2022,9,2022-09,False
2022-09-07,Male,1670000,Pars Auto Sales,Pontiac,Bonneville,Overhead Camshaft,Manual,Black,36001,Hatchback,Greenville,2022,9,2022-09,True
2022-09-07,Male,1500000,Pitre Buick-Pontiac-Gmc of Scottsdale,Mercedes-B,C-Class,Overhead Camshaft,Manual,Pale White,12001,Hatchback,Pasco,2022,9,2022-09,True
2022-09-07,Male,2200000,Progressive Shippers Cooperative Association No,BMW,323i,Overhead Camshaft,Manual,Pale White,21001,Hatchback,Janesville,2022,9,2022-09,True
2022-09-07,Female,1150000,Rabun Used Car Sales,Mercedes-B,C-Class,Overhead Camshaft,Manual,Pale White,17001,Hatchback,Scottsdale,2022,9,2022-09,True
2022-09-07,Male,1350000,Race Car Help,Mercedes-B,M-Class,Overhead Camshaft,Manual,Pale White,41001,SUV,Austin,2022,9,2022-09,True
2022-09-07,Male,2070000,Saab-Belle Dodge,Audi,A6,DoubleÂ Overhead Camshaft,Auto,Black,14001,SUV,Aurora,2022,9,2022-09,True
2022-09-07,Male,1300000,Scrivener Performance Engineering,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,Auto,Pale White,41001,Sedan,Greenville,2022,9,2022-09,True
2022-09-07,Female,2190000,Star Enterprises Inc,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,45001,SUV,Pasco,2022,9,2022-09,True
2022-09-07,Male,1085000,U-Haul CO,Ford,Windstar,DoubleÂ Overhead Camshaft,Auto,Pale White,31500,Sedan,Austin,2022,9,2022-09,True
2022-09-07,Male,1080000,Scrivener Performance Engineering,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Pale White,26000,Hardtop,Greenville,2022,9,2022-09,True
2022-09-07,Male,13500,Rabun Used Car Sales,Plymouth,Neon,Overhead Camshaft,Manual,Black,29000,SUV,Scottsdale,2022,9,2022-09,False
2022-09-07,Male,807500,Race Car Help,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Pale White,31500,SUV,Austin,2022,9,2022-09,True
2022-09-07,Male,4100000,Ryder Truck Rental and Leasing,BMW,528i,DoubleÂ Overhead Camshaft,Auto,Pale White,62000,SUV,Middletown,2022,9,2022-09,True
2022-09-07,Female,4600000,Saab-Belle Dodge,Mercury,Villager,Overhead Camshaft,Manual,Pale White,14000,Passenger,Aurora,2022,9,2022-09,True
2022-09-07,Male,13500,Scrivener Performance Engineering,Mitsubishi,3000GT,Overhead Camshaft,Manual,Black,18000,Sedan,Greenville,2022,9,2022-09,False
2022-09-07,Female,380000,Star Enterprises Inc,Mercedes-B,E-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,Sedan,Pasco,2022,9,2022-09,True
2022-09-07,Male,13500,Suburban Ford,Acura,RL,Overhead Camshaft,Manual,Pale White,17000,SUV,Janesville,2022,9,2022-09,False
2022-09-07,Male,1430000,Tri-State Mack Inc,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,16000,Passenger,Scottsdale,2022,9,2022-09,True
2022-09-07,Male,2585000,Star Enterprises Inc,Porsche,Carrera Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,22500,Hardtop,Pasco,2022,9,2022-09,True
2022-09-07,Male,400000,Buddy Storbeck's Diesel Service Inc,Dodge,Ram Wagon,DoubleÂ Overhead Camshaft,Auto,Black,22000,Passenger,Middletown,2022,9,2022-09,True
2022-09-07,Male,13500,C & M Motors Inc,Nissan,Frontier,Overhead Camshaft,Manual,Black,53000,Hatchback,Aurora,2022,9,2022-09,False
2022-09-07,Male,13500,Capitol KIA,Volvo,S40,Overhead Camshaft,Manual,Pale White,22000,Sedan,Greenville,2022,9,2022-09,False
2022-09-07,Female,765000,Race Car Help,Cadillac,Catera,DoubleÂ Overhead Camshaft,Auto,Pale White,28000,Hatchback,Austin,2022,9,2022-09,True
2022-09-07,Male,1278000,Ryder Truck Rental and Leasing,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Black,9800,Hatchback,Middletown,2022,9,2022-09,True
2022-09-07,Male,13500,Saab-Belle Dodge,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,Passenger,Aurora,2022,9,2022-09,False
2022-09-07,Male,590000,Scrivener Performance Engineering,Dodge,Avenger,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,Passenger,Greenville,2022,9,2022-09,True
2022-09-07,Male,13500,Star Enterprises Inc,Honda,Passport,Overhead Camshaft,Manual,Black,22000,Hatchback,Pasco,2022,9,2022-09,False
2022-09-07,Male,1000000,Suburban Ford,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,Hatchback,Janesville,2022,9,2022-09,True
2022-09-07,Male,590000,Tri-State Mack Inc,Honda,Civic,Overhead Camshaft,Manual,Black,43000,Hatchback,Scottsdale,2022,9,2022-09,True
2022-09-07,Male,1030000,U-Haul CO,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,SUV,Austin,2022,9,2022-09,True
